2280	0
2580	0
1807	0
1850	1
2164	1
1920	2
2432	2
2592	2
838	2
2218	2
2283	2
2254	2
2127	2
1008	2
1490	2
1687	2
2427	2
2494	2
1906	3
1835	3
2161	4
2435	4
1748	4
2070	4
420	5
2089	5
777	5
399	5
249	5
2526	5
1808	6
2491	6
2145	7
1603	7
106	7
972	7
1327	7
2162	7
2113	8
2573	8
366	8
909	9
1042	9
1045	9
920	9
27	9
1191	9
810	9
298	9
1322	9
813	9
815	9
1081	9
442	9
1342	9
1223	9
1230	9
1616	9
1366	9
1640	9
1130	9
1793	10
2068	10
1905	11
2557	11
2597	12
2670	12
2687	12
1939	13
1765	13
1766	13
1771	13
680	14
33	14
409	15
631	15
1472	16
1634	16
1502	16
448	16
1245	17
1597	17
349	17
2536	18
2177	18
1915	18
2321	19
1854	19
1862	19
1415	20
1899	20
946	20
2109	20
2420	20
2324	20
1269	20
789	20
2141	20
720	21
610	21
1667	21
1134	21
2144	22
1794	22
2083	22
2179	22
1796	22
2182	22
1795	22
1774	22
2546	22
1789	22
440	23
98	23
389	23
1282	24
1347	24
1605	24
1452	24
1273	24
1897	25
497	25
502	25
664	25
2394	25
2490	26
2372	26
2373	26
1127	26
2178	27
1884	27
833	28
1067	28
1052	28
1053	28
1515	29
430	29
208	30
1147	30
1677	30
2322	31
2187	31
2371	31
56	32
362	32
2017	33
68	33
1801	33
1994	33
1550	33
271	33
496	33
2547	33
468	33
277	33
340	33
343	33
730	33
1946	33
323	34
711	34
968	34
1033	34
848	34
849	34
1395	34
1401	34
1562	34
1403	34
1469	34
958	34
1106	35
1027	35
40	36
25	36
270	36
625	37
660	37
12	37
1816	38
2672	38
254	38
2671	38
490	39
47	39
302	39
239	39
2362	40
140	40
1659	41
885	41
188	42
463	42
66	43
2660	43
744	43
745	43
2317	43
2031	43
2131	43
2078	43
1649	44
1356	44
992	45
2304	45
1952	45
2036	45
859	45
1085	45
615	46
616	46
556	46
557	46
401	46
2355	46
1827	47
2631	47
1632	48
1770	48
2331	48
2605	48
800	49
2657	49
1700	49
1636	49
1707	49
1215	49
2661	50
1934	50
913	51
1150	51
1151	51
328	52
325	52
327	52
279	52
1112	53
1900	53
2293	53
578	54
390	54
1065	54
333	54
1938	54
2294	54
186	54
2400	55
2627	55
1844	55
505	56
703	56
2524	57
2685	57
2633	58
2585	58
1221	59
2416	59
1619	59
1113	59
1404	59
2074	60
1819	60
1814	60
1747	61
1949	61
627	62
262	62
516	63
6	63
2095	63
2165	63
1750	63
638	63
2290	64
1805	64
1806	64
749	65
1942	65
1927	65
169	66
2604	66
2614	66
476	66
1757	66
795	67
796	67
581	68
1417	68
1234	68
923	68
924	68
841	69
1197	69
1043	70
1436	70
1044	70
2645	71
2135	71
2210	72
2690	72
266	73
101	73
759	73
2001	74
2116	74
280	75
465	75
276	75
574	75
1657	76
2358	76
1823	76
961	77
1293	77
1086	77
162	78
2312	78
714	78
1255	79
1101	79
1465	79
1022	79
1471	79
2561	80
1506	80
1123	80
483	80
933	80
866	80
7	80
579	80
1195	80
14	80
2556	80
595	80
1878	80
252	80
456	81
375	81
1984	82
2407	82
2079	82
177	83
380	83
757	83
322	84
99	84
1955	84
2180	84
2306	84
2151	84
2184	84
1193	84
2223	84
1539	85
605	85
1509	85
669	85
264	85
976	85
1493	85
311	85
1725	85
1163	86
1620	86
1614	86
1615	86
1723	87
1724	87
2472	88
2246	88
96	89
2593	89
100	89
359	89
1256	89
1804	89
2680	89
2579	89
760	89
1853	89
895	89
2132	90
1893	90
2263	91
2436	91
2237	91
2543	91
1569	92
1025	92
1400	92
1608	92
1198	92
1362	92
1054	92
1464	92
1406	92
1407	92
2242	93
2098	93
1995	93
1996	93
2664	94
225	94
